feature,class
"[-2.95000702e+02  3.91333542e+01 -2.90354786e+01  2.67870560e+01
  5.98063135e+00  6.89979744e+00  9.08902264e+00  4.79158926e+00
  4.16336393e+00  1.06186228e+01 -2.21796632e+00  7.39824438e+00
  3.90963101e+00  9.82155800e+00  2.40920615e+00  1.52895108e-01
  3.73038340e+00  6.33401823e+00 -2.76466799e+00  7.66233110e+00
  4.41856337e+00  2.61418033e+00  1.06228925e-01  7.32286024e+00
 -2.92678094e+00  1.17120302e+00  1.07889402e+00  3.05921316e+00
 -6.12131834e-01  3.46219945e+00 -7.76635885e-01  2.39945078e+00
 -2.36082411e+00  3.25768650e-01 -5.20807791e+00  1.15642619e+00
 -2.10107684e+00 -4.15556103e-01 -6.81383193e-01  3.08860731e+00]",brushing_teeth
"[-5.3261176e+02  3.0003260e+01 -8.5031319e+00  1.1850627e+01
  4.0432596e+00  3.8935230e+00  9.9255781e+00  1.4786678e+01
  4.2778163e+00  4.2487407e+00 -3.0235257e+00  2.3103240e+00
  3.7317321e+00  6.2555737e+00  2.2884226e+00  4.4878016e+00
  1.1544158e+00  2.1165941e+00 -1.3008341e+00  4.0709691e+00
  2.8407896e+00  4.2070103e+00  7.7190655e-01  3.7802796e+00
 -2.1273248e+00  5.7371992e-01 -2.0425874e-01  1.8619888e+00
 -6.3267684e-01  3.3196547e+00 -2.8352871e+00 -7.0017323e-02
 -1.4132437e+00  1.4359264e-01 -2.1153779e+00  2.3110993e-01
 -2.5833198e-01 -2.0874216e-01 -2.0643680e+00  1.6699753e+00]",brushing_teeth
"[-100.160255     -7.753214    -19.846338    -19.183393    -23.001307
    8.777334     12.161655     10.721918     -6.5064397     5.6368175
    2.5126364    -4.462139     -1.003636     -0.82218665   -2.0546405
    2.5544083    -8.710814     -3.8968124    -4.106631      2.5202727
   -1.5137438     1.9049095    -4.800222     -2.611385     -3.529301
    2.754373     -3.3967652    -1.6923605    -5.079124     -0.673632
   -2.1275682     1.5827667    -5.158463     -1.5734537    -1.4369992
    1.6114513    -2.8645737     0.80759245   -4.37987      -0.8251371 ]",brushing_teeth
"[-99.33545    -22.450148   -36.531418   -17.653164   -31.94987
  -4.673917     7.427006     7.655044    -7.871661    -2.9509566
  -7.609063     1.5314517   -1.3235162   -2.8811457  -12.925198
   2.416425    -3.6951528   -0.2941684   -7.293239    -2.5906818
   2.2816021    3.0227008   -0.65944886   0.91967857   0.8249844
   2.2107272   -1.8017327    1.1952122    0.45498347   3.2030542
  -2.9033644   -0.8584133   -7.1129417   -2.3520877   -3.1965902
   2.2512677   -0.6074366   -0.26557776  -2.8060343   -0.8653847 ]",brushing_teeth
"[-122.91003     -35.76247     -37.95267     -17.318674    -17.26171
    9.022742     14.176159      7.5678253    -6.4028606    -1.9422399
   -7.806655      3.0156176    -1.0042181     1.0683498    -7.221673
    1.2917958    -2.3909147    -1.5123962    -9.833711      2.9269838
    0.41412437   -1.8108244    -3.3828776     4.378956     -3.155746
    1.8460795    -3.4509368     2.781731     -3.603479      1.2994666
   -4.7122455    -3.6097078    -5.7389774    -2.9277494    -3.4465852
    4.073233     -2.9440084    -1.6251055    -2.6602347    -0.5248449 ]",brushing_teeth
"[-226.1781       76.74357     -77.621635     50.25086     -31.104187
   45.5677      -27.52081      30.864897    -11.869708     16.726395
  -14.594094     14.551105     -2.4675426    -7.0378203     7.101972
   -1.4143953     3.7216425    -9.433081      9.632598     -8.667219
    4.604418     -6.083532      7.9278283    -6.7211847     1.0183187
    0.2342364    -0.7040586    -0.81394714   -0.7947322     3.2239165
   -4.274557      3.0855968    -0.59205174    2.1217163    -5.9384766
    3.1679003    -2.1130311     0.9498318    -0.8811685     0.98956156]",brushing_teeth
"[-1.5316728e+02 -3.5509304e+01 -3.6198170e+00  1.2665080e+01
  2.1622129e+01  9.6998529e+00 -4.3774128e+00  1.1000319e+01
 -5.1910114e+00 -1.6140978e+00  6.8351684e+00  1.1999139e+00
 -2.7842243e+00  2.1817642e-01 -5.6460919e+00  3.7973928e+00
 -2.7884176e+00  1.9951551e+00  3.8895786e-01  3.8585620e+00
 -9.9249572e-01 -4.4802066e-02 -4.4477673e+00  1.9208679e+00
 -1.6047595e+00 -4.6972275e-01 -2.1930926e+00  3.0167753e-01
 -1.7069778e+00  1.3264180e+00 -2.8268137e+00  5.0863302e-01
 -2.6767089e+00  3.7216351e+00 -2.5508902e+00 -1.1781431e-01
 -4.9649316e-01  1.9657168e+00 -2.2442896e+00  1.0019860e+00]",brushing_teeth
"[-4.0629160e+02  2.2231804e+01 -4.1053314e+00  3.5820179e+00
  3.6937175e+00  1.2229467e+01  1.1648493e+01  7.1579561e+00
 -5.9949988e-01  3.4019742e+00  3.0638721e+00  9.4803352e+00
  3.4711635e+00  2.1629262e+00  3.5201192e+00  5.4312344e+00
  1.1348009e+00  5.7576060e+00  7.2530907e-01  2.3700173e+00
 -1.0793157e+00  2.1834912e+00 -6.8381113e-01  6.4809698e-01
 -1.4390197e+00  6.4083123e-01 -6.5639883e-01  1.9517108e+00
 -4.2001423e-01  1.9864408e+00 -6.7954701e-01  1.9045495e+00
  2.1825540e-01  3.0263300e+00 -5.8715701e-01  2.4293640e+00
  3.2358506e-01  1.2296575e+00 -3.7923408e-01  1.6652101e+00]",brushing_teeth
"[-209.73131    -30.012094   -66.22188     -8.511904   -30.406359
   -4.289095   -15.296348     1.5310698  -14.362225     1.0179694
    2.04142      2.1576114    4.726376     5.1575828    3.0030038
    7.800214    -2.6490726    6.7487645   -1.8080193    4.010091
    1.2014002    4.410638    -5.884646    -1.9780623    0.240438
    2.491915    -1.4599017    1.8599176   -0.2366306    4.2166634
   -2.335137     1.9057852   -1.5837228   -1.1464869   -1.579509
    2.147352    -3.13375     -0.3820309   -1.7992371   -1.5284139]",brushing_teeth
"[-2.2770309e+02  8.9609535e+01 -6.0438752e+00  1.0890246e+01
 -2.4887943e+00  5.6074486e+00 -3.4971631e+00  5.6917295e+00
 -2.1249285e+00 -1.2469742e+00 -9.6491969e-01 -2.4081511e+00
 -5.3803020e+00 -4.0449595e+00 -8.6287603e+00 -5.9829125e+00
 -7.1627603e+00 -2.4997616e+00 -6.2402444e+00 -1.8940605e+00
 -5.4193048e+00 -1.0443744e-01 -5.7853303e+00  1.4157140e+00
  4.5447418e-01  2.1086507e+00 -3.2487125e+00  2.9452279e-01
 -4.3931756e+00 -3.7976548e-01 -3.2128413e+00  1.9239581e+00
 -3.3168256e+00  4.9577445e-01 -3.3001013e+00  8.5660964e-01
 -6.8327308e-01  1.7358083e+00 -6.3333821e-01  1.5144783e+00]",brushing_teeth
"[-198.80125     37.777687   -10.437248    -4.623997    10.002191
   53.800358    33.9564      20.106962    14.624172    18.683615
   -1.3615209   15.901738     8.3738785   15.079588   -13.269097
   11.28659      3.4130018    4.4875402   -1.9287654   -1.3292961
   -3.199614    -5.1407557   -1.4066277   -3.337914    -4.570447
    1.3930353   -7.98417     -5.1274605   -1.4650505   -4.727651
   -5.450521     2.5409465   -2.9425583    2.0440333    4.741035
    1.2388334    2.626595     6.9628253    2.6574533    7.0655794]",brushing_teeth
"[-1.4912854e+02  1.5361899e+00 -3.6269699e+01  6.7371979e+00
 -1.3258220e+01  1.2048501e+01  3.1372874e+00  1.4423952e+01
 -1.9684594e+00 -4.0511932e+00  2.6701899e+00  7.2482543e+00
  3.6320088e+00  7.5335407e+00  3.5433969e+00  8.6860266e+00
  6.3367362e+00  7.1443992e+00  4.6552649e+00  8.6016541e+00
  2.2470687e-02  6.5080929e+00 -7.5202289e+00  2.9658172e-01
 -1.5555967e-01  7.7466030e+00  5.9273138e+00  3.8849409e+00
 -8.7661630e-01  9.9542832e-01 -9.4816166e-01  1.7785547e+00
 -4.2798390e+00  1.5573624e+00 -1.8661937e+00 -1.5089682e+00
 -7.2064128e+00 -3.4905391e+00  3.8844025e-01  5.2189817e+00]",brushing_teeth
"[-298.24963      24.449734     -2.803408     23.137125    -11.818368
   -0.67242587   -8.905074      7.5573163     2.4835362     4.3523736
   -0.5438971     1.8359946    -2.6103165    10.120112      3.3283386
    5.608418      1.0674657     1.9294835     2.2544696     6.6490355
    1.8290247     5.227122      1.5226237     5.6973095     1.8059125
    6.5213795     1.7042673     3.8367712     1.8505249     4.593442
    1.3391777     4.825747      0.34668434    3.1607625    -0.43051216
    2.484084     -2.448834      0.7707864    -3.5194776     1.4431062 ]",brushing_teeth
"[-3.5339276e+02  8.6826332e+01 -4.7166996e+01 -3.0988558e+01
 -7.9641070e+00  2.0738454e+00  2.4705004e+01  1.8472668e+01
 -9.2825413e+00  2.4497387e+01  8.1917553e+00 -3.2062709e+00
  2.3347600e+00  3.3316534e+00 -1.2226833e+01  1.2711457e+01
  2.5728550e+00  2.0248911e+00 -1.1611022e+00  8.7140627e+00
 -6.4291267e+00  9.6086016e+00 -3.5494883e+00  4.6795430e+00
 -9.0582132e-01 -1.7206675e+00 -3.8024145e-01  1.5964637e+00
  2.7137920e-01  5.0597224e+00 -7.0406651e-01  7.2223597e+00
 -2.6473324e+00  5.9813962e+00 -1.9305267e+00  2.6091766e+00
  2.1839132e+00 -7.8549802e-01 -1.0652330e+00 -1.8344276e-01]",brushing_teeth
"[-4.2228711e+02  1.9659008e+01  3.1639481e+01  1.7031500e+01
  4.3971424e+00  2.6816162e+01  1.0843373e+01  1.5885186e+01
 -2.4401062e+00 -5.3027015e+00 -5.2323914e+00  9.4088179e-01
  7.3677343e-03  1.0502708e+01  2.1401958e+00  8.1015644e+00
 -4.3670177e-01 -4.2381902e+00 -5.7773762e+00  4.5200415e+00
  6.4103065e+00  1.6422447e+00 -2.4669507e+00  5.4873252e+00
  1.5979317e+00  3.5023866e+00  1.5157182e+00  4.6996465e+00
  2.1895006e+00  8.7291527e+00  1.4393662e+00  3.1843703e+00
  2.8232772e+00  4.0370974e-01 -5.2687130e+00  4.5228834e+00
 -1.7526719e-01  2.0940418e+00 -3.4548533e+00 -5.7537038e-02]",brushing_teeth
"[-3.73278931e+02  1.15078545e+01  3.91491652e+00  2.37680531e+01
 -1.05640135e+01  1.43599253e+01  1.16172876e+01  1.43730335e+01
 -8.68146896e+00  6.05453396e+00 -4.31140089e+00 -4.04905128e+00
  4.83581750e-03  4.95505428e+00 -5.75398874e+00  1.20400667e+00
  6.19617605e+00  2.94990659e+00 -1.79320157e+00  2.65634346e+00
 -4.24179506e+00  4.28916407e+00 -1.02065898e-01  2.89790344e+00
 -1.66355360e+00  2.84836578e+00 -5.24594784e+00  2.02046847e+00
 -3.86779845e-01 -1.20965630e-01 -3.51927471e+00  1.26465452e+00
 -3.55671787e+00  7.09880054e-01 -4.05397987e+00 -1.74776399e+00
 -2.17952895e+00  2.46102715e+00 -7.52254343e+00 -6.36054575e-01]",brushing_teeth
"[-2.6891635e+02  4.2713394e+01 -4.6094689e+00  2.6244312e+01
  8.8739309e+00 -8.1190615e+00 -7.7155489e-01 -1.0054531e+00
 -6.8158560e+00  2.9201343e+00  2.4239349e-01  8.9672289e+00
 -1.5793502e+00  9.0083447e+00  2.7080095e+00  3.2049458e+00
  2.9698706e+00  8.4950542e+00 -2.6220958e+00  6.4878778e+00
  3.2864946e-01  5.0885644e+00 -3.6045921e-01  5.4262328e+00
 -1.3000922e+00  4.0444322e+00  1.4766245e-01  2.9371405e+00
 -8.6218452e-01  4.0789757e+00 -4.6431083e-02  3.3043065e+00
 -7.4618137e-01  3.6972065e+00 -1.7427274e+00  3.4139349e+00
 -7.4074143e-01  2.0536001e+00 -7.0302778e-01  3.5105624e+00]",brushing_teeth
"[-2.5687833e+02  1.7985727e+01 -1.3473064e+01  6.9315271e+00
 -1.2023170e+01 -7.1977210e+00 -3.7494576e-01  1.8115524e+01
  1.5664937e+01  1.3673130e+01  7.2716413e+00  1.0894823e+01
 -6.3109345e+00  7.4558172e+00 -3.6129911e+00  4.8409944e+00
  1.1845716e+00  5.2140403e+00 -4.6068912e+00  6.8976307e+00
 -3.8699963e+00  2.7641444e+00 -3.1463113e-01  4.0540872e+00
 -2.2532878e+00  4.9874325e+00 -6.7755967e-01  2.3677685e+00
 -5.2447522e-01  3.4964480e+00 -8.2950693e-01  4.2841153e+00
  3.1009579e-01  3.4269714e+00  2.2273061e-01  2.0106878e+00
 -1.8798441e+00  3.8689570e+00 -2.5768438e-01  2.3930142e+00]",brushing_teeth
"[-2.8448755e+02  2.3800051e+01 -1.4802777e+01  1.0433693e+01
 -4.9576378e+00  1.5655568e+01  2.6032167e+01  1.8079323e+01
 -4.4307475e+00  1.5883263e+00 -4.4964514e+00  8.6893606e+00
  1.1335961e+01  9.6620035e+00 -2.1082265e+00  4.6815524e+00
 -2.6837022e+00  4.0499711e+00  2.4438107e+00  5.4066830e+00
 -3.6412675e+00  4.4340974e-01 -2.0599728e+00  3.2004635e+00
 -3.8326702e+00  7.4542011e-03 -1.6024749e+00  2.5876769e-01
 -2.7125335e+00  3.6844602e+00 -1.4231879e+00 -1.1128173e+00
 -3.4269211e+00 -2.0286955e-01 -4.2102103e+00 -3.9280695e-01
 -3.6304910e+00 -1.0218552e+00 -3.8238590e+00  7.1015322e-01]",brushing_teeth
"[-2.7018912e+02  3.7475357e+01 -6.5761849e-02  1.5632948e+01
  7.8799194e-01  2.1395327e+01  7.0585389e+00  8.1068678e+00
  1.9128350e+00  1.0700254e+01  2.2337832e+00  4.5637469e+00
  6.4577603e+00  4.2127800e-01  1.2528466e+00  5.8800039e+00
 -1.5257606e-01  7.3251629e+00  5.2863878e-01  4.6402044e+00
  2.6729617e+00  4.2076354e+00  1.0420804e+00  5.9641790e+00
  2.5607866e-01  4.5253577e+00  4.0835776e+00  4.8974671e+00
  1.8840410e-01  4.6099553e+00  1.4075775e+00  3.9550192e+00
  3.1677687e+00  5.3312283e+00 -8.0453265e-01  4.5898337e+00
  7.8162032e-01  4.5367517e+00  1.5042278e+00  4.2868652e+00]",brushing_teeth
"[-3.2068378e+02  3.0192118e+01  1.2667098e+01  5.5394673e+00
 -9.9002275e+00  1.8034182e+01  1.1159472e+01  1.5544332e+01
  5.8693318e+00  4.2967458e+00  2.2979982e+00 -2.8752872e-01
  4.2702456e+00  7.5551534e+00 -8.3791721e-01  5.5684261e+00
 -7.2665250e-01  3.7873292e+00  2.3716867e+00  6.0254936e+00
  1.8336509e+00  5.0545979e+00 -9.5349771e-01  3.7108843e+00
 -6.4657144e-02  4.4591298e+00  3.2452657e+00  3.9851553e+00
  8.0990815e-01  2.7043293e+00 -1.9201980e+00  4.2203703e+00
  1.1420716e+00  3.3181360e+00  6.1775059e-01  2.4516160e+00
 -3.9167058e-01  3.8239894e+00 -4.1250828e-01  3.6202884e+00]",brushing_teeth
"[-2.3433966e+02  3.6531639e+01 -3.0537458e+01  3.3767812e+00
 -1.6875311e+00 -8.7908638e-01  1.9980526e+01  1.9807426e+01
 -1.0485155e+01  8.5580902e+00  7.9312181e-01 -9.7022181e+00
  4.5585151e+00  1.0803815e+01 -5.9442692e+00  8.0173759e+00
  2.5284483e+00  3.2018664e+00  2.1932645e+00  8.3773589e-01
 -7.4730501e+00  4.9159276e-01 -1.6198881e+00  5.6644931e+00
  7.8578854e+00  6.4585714e+00 -4.4900026e+00 -4.6638317e+00
  5.8527246e+00  5.2791286e+00 -4.5075135e+00  4.0814815e+00
  1.2073489e+00  1.3740088e+00 -2.8097720e+00  9.8594439e-01
 -5.7784519e+00  2.5234227e+00  5.2149456e-02  2.6413743e+00]",brushing_teeth
"[-250.04764      65.44764     -26.454363     -4.3202705    -6.2636333
   -6.879917      8.4454565    16.000704     -1.3346556    11.849815
    0.62563807   -4.4503117    -0.34677365    6.580212     -4.93999
   10.447893      5.764311      2.7754908     2.8478556     6.29187
   -5.942188      2.3802316     0.39249045    5.1064267    11.098329
    5.1952276    -6.0111012    -2.2217276     6.1982594     3.406044
   -3.9865565     2.4196515    -1.7402457    -0.7795796    -3.0030506
   -1.272559     -7.146695      2.9410188    -0.4201912     4.0410423 ]",brushing_teeth
"[-1.99829315e+02  2.38093414e+01 -5.03350296e+01 -2.28663235e+01
 -4.92797318e+01 -1.59758215e+01 -1.34631336e+00  1.22021923e+01
 -5.95902014e+00 -3.15985656e+00 -1.67830257e+01 -9.86050510e+00
 -6.97518349e+00 -9.23481703e-01 -6.54603767e+00  5.67690182e+00
 -6.37667847e+00 -1.39710629e+00 -4.73586226e+00 -4.68408680e+00
 -6.82901239e+00 -1.67400599e+00 -6.99428320e+00 -1.78356662e-01
 -2.79342389e+00 -7.92318702e-01 -6.10861444e+00 -1.73481584e+00
 -3.55725050e+00  2.89568591e+00 -2.99685335e+00 -5.08193612e-01
 -4.14776087e+00 -2.48387265e+00 -6.13236284e+00 -1.25424576e+00
 -4.64411926e+00 -3.68391454e-01 -2.13752007e+00  2.42316246e+00]",brushing_teeth
"[-2.4107791e+02 -4.4648186e+01 -2.0265182e+01 -1.5430927e+01
 -1.0203095e+01  1.1368733e+01  9.5964985e+00  1.2133972e+01
 -2.6866467e+00  1.0497419e+01  1.5266246e+00  6.4144673e+00
  2.3918467e+00  5.1365991e+00  5.3397799e-01  8.6983938e+00
  3.6124132e+00  6.9700193e+00  3.2320082e+00  6.7728386e+00
  2.0032279e-01  3.3796980e+00 -8.2109255e-01  4.2866292e+00
  5.9397930e-01  4.9092216e+00  2.4754655e-01  3.1694658e+00
 -2.1615258e-01  2.3785763e+00  1.0818105e+00  5.3453679e+00
 -3.6413595e-01  1.8040724e+00  8.6745054e-02  3.5328588e+00
  1.1332349e+00  5.5371757e+00 -6.4312238e-01  1.1860051e+00]",brushing_teeth
"[-4.6203522e+02  2.9336613e+01 -2.3666060e+00  7.7705731e+00
 -1.8740845e-01  1.0724709e+01  6.5439210e+00  9.6376324e+00
  3.1888514e+00  9.4280167e+00  4.7696975e-01  4.2692575e+00
 -1.2502195e+00  3.3918900e+00  1.0251763e+00  7.0507450e+00
  2.8640039e+00  5.7147431e+00  2.2851934e+00  4.7158723e+00
  7.9370981e-01  3.2549412e+00 -9.6468431e-01  3.6950419e+00
  3.9667818e-01  1.8061671e+00  2.3495211e-01  3.6777492e+00
  6.0452121e-01  3.6408834e+00  1.3715719e+00  3.5396390e+00
  1.2732277e+00  3.8582182e+00  8.2518739e-01  3.5164096e+00
  1.5370631e+00  4.2435122e+00  3.5644582e-01  2.2645113e+00]",brushing_teeth
"[-2.7574573e+02  3.0715219e+01 -2.2922892e+01  1.3028722e+01
  3.1310074e+00  1.4371868e+01  2.5207617e+01  1.2040586e+01
  2.9754214e+00  9.8739748e+00  5.0668826e+00  5.5607128e+00
  6.6586790e+00  9.1406794e+00 -1.2378851e+00  7.2422700e+00
  2.2503147e+00  6.4382238e+00  4.4117382e-01  6.9315886e+00
  1.5258455e+00  4.3365464e+00  1.9381346e-02  2.0367596e+00
  2.1964498e+00  4.8614545e+00  1.4975098e+00  3.9867945e+00
 -5.8467203e-01  2.3108838e+00 -3.6972660e-01  3.0084715e+00
  6.7667246e-01  3.3732135e+00 -8.4254682e-01  2.2241535e+00
 -1.6846880e+00  2.3773761e+00  1.2031450e+00  3.7425427e+00]",brushing_teeth
"[-298.14438      28.151525      1.013018      7.379893     -3.4223144
   14.854814     34.95067      18.10426       6.1194277     7.108193
    1.6673421    10.554509      4.6736903     8.832382      5.810079
    3.1799254     2.07755       7.6477976     0.7256232     8.880169
    3.7600234     3.713453      0.7691157     2.4089155     1.0779997
    5.9772167     2.685179      4.397227     -0.35433754    1.6252257
   -1.107495      3.7818658     2.0862048     5.0957065     0.5072984
    3.1821537     1.7503365     3.7775605     0.78750926    3.7770228 ]",brushing_teeth
"[-3.2326804e+02  9.5290070e+01 -5.7193308e+00  2.9627157e+01
  1.7247402e+01 -2.8395276e+00 -1.9765061e-01  1.3653825e+01
  8.6721697e+00  1.7138579e+00  1.3418943e+00  1.2794011e+01
  5.5311298e+00  3.4948745e+00  9.3846598e+00  3.9646323e+00
 -5.9411061e-01  5.9247746e+00  5.2216921e+00  6.5491300e+00
  1.6370507e+00  4.8909426e+00  7.3906630e-02  2.7991238e+00
  3.5884120e+00  8.1839495e+00  9.9336004e-01  3.6455278e+00
  1.1314547e+00  1.9994078e+00 -3.8278396e+00  4.0457025e+00
 -6.9169545e-01  2.5598648e+00 -8.9576757e-01  2.6907620e+00
  3.5943159e-01  2.3009851e+00 -2.0300829e+00  1.0700309e+00]",brushing_teeth
"[-2.7088187e+02  4.4923332e+01 -2.6217728e+01  1.1476000e+01
  1.9958078e+01  1.8795845e+01  1.9987862e+01  1.7112068e+01
  9.8709118e-01  1.2663725e+01  6.0157161e+00  9.0572462e+00
  5.5159879e+00  5.9555898e+00  9.0308828e+00  8.5771484e+00
 -4.6205229e-01  3.8318055e+00  4.1642909e+00  1.0609290e+01
 -1.6784418e+00  7.7808433e+00 -4.7049922e-01  7.4848789e-01
  2.1737127e+00  7.2588205e+00  1.3106306e+00  4.4508462e+00
  2.7081330e+00  2.3145189e+00 -1.5188811e+00  4.9051328e+00
  6.3153557e-02  5.0204749e+00 -2.1238086e+00  1.9955820e+00
 -1.5868256e+00  2.7042880e+00 -1.1462210e+00  2.1182377e+00]",brushing_teeth
"[-273.25818      50.9888      -27.741825      9.572971     22.376144
    9.126198      1.9670141     5.5168276     6.5479126    14.270402
    7.404325     18.377226      6.119804      2.2984056     9.17327
    8.20246       3.0974379     4.3842945     3.7518322    10.791448
   -1.0121036     0.8085667     5.7033725     5.752789     -0.3970499
    8.299223     -0.33362013   -0.31277663   -1.5691034     4.5169573
   -2.3034108     3.9223464    -0.27383024   -0.41057914   -3.1032863
    2.1177335    -1.4345658     0.75920075   -3.8876648     1.770745  ]",brushing_teeth
"[-3.22287384e+02  8.59851379e+01 -1.45432968e+01  2.54342251e+01
  2.57816486e+01 -3.86674941e-01  1.88849926e+00  1.42359018e+01
  8.88818932e+00  3.04786515e+00  3.97008824e+00  1.31194935e+01
  6.16864586e+00  2.40867591e+00  7.54710722e+00  4.66170025e+00
  2.55980492e+00  8.59854317e+00  5.36395454e+00  6.52845049e+00
  2.24477553e+00  3.88606167e+00  6.18942201e-01  4.50693083e+00
  2.12981582e+00  5.58078527e+00 -3.42639357e-01  2.49371696e+00
 -4.60486948e-01  2.39077878e+00 -1.48049486e+00  2.23577142e+00
 -8.48185956e-01  3.01503420e+00 -1.86256617e-01  3.59982133e+00
 -2.24100757e+00 -3.80643047e-02 -1.80726826e+00  4.19161648e-01]",brushing_teeth
"[-3.4591153e+02  3.0317945e+01 -3.7006741e+01 -1.6534134e+01
 -1.0496285e+01  3.4177673e+01  2.2694382e+01  2.3958788e+01
 -1.4347450e-01  7.4474602e+00 -7.1110740e+00  1.0019664e+01
  6.3675666e+00  6.7812357e+00  1.1688556e+01  1.3358191e+01
  8.8904583e-01  8.0997438e+00  5.3033395e+00  5.4019265e+00
  2.9720211e+00  8.5953016e+00  3.9473280e-01  6.5270047e+00
  3.1796319e+00  1.1396207e+00  8.3637428e-01  6.6974702e+00
 -1.4379908e+00  4.6849141e+00  5.6527983e-03  5.9677929e-01
 -6.0274744e-01 -3.9593107e-01  1.8331064e+00  4.5098181e+00
 -4.6129069e+00  4.4468956e+00  5.7536143e-01  6.2816534e+00]",brushing_teeth
"[-352.04297      -1.9587334     5.1154933     4.0193596   -29.943554
    2.6191452    20.95986      15.303681     14.711617     30.852873
    0.49676076    8.189762      7.126937      5.065222      7.771888
   12.103597      7.980398     11.66737       3.8908713    12.245692
    2.5874832     6.056097      4.322968      3.4375536     3.676746
    1.880102      1.6970446     1.2226192    -1.9073018     3.1499288
   -2.1004415     4.181881     -0.6299901     2.6495748     1.4307661
    0.8026853     2.164859      4.471636     -2.7446454     4.624576  ]",brushing_teeth
"[-258.8385      -10.221039     -2.3041341    24.973742     12.513178
   27.928543      6.002592      9.468757    -10.556779      6.7962155
   -2.8009722     3.2491639    -7.564181    -10.699293    -10.003068
   -0.5764196    -9.081915     -2.834343     -8.373729     -8.188228
  -11.798817      2.5575073    -2.6320212    -3.396166     -5.952564
   -1.4572898    -3.8431947    -1.1669888    -5.0750337    -0.5841514
   -6.619444      0.91172206   -3.3843663    -1.9198645    -1.5392389
   -1.9844474    -3.4839458     4.71366      -5.935926     -1.9536158 ]",brushing_teeth
